nom,Description,secteur_activite,email,Téléphone,Site web,source_sheet
refuge mitshuap montréal,Refuge par et pour personnes autochtones. Hébergement d'urgence. Chaises de repos. Repas. Présence d'une équipe d'intervention.,Soutien aux personnes vulnérables / Logement,mitshuapmontreal@gmail.com,438 466-2325,,Montréal
refuge pour les femmes de l'ouest de l'île,Maison d'hébergement pour femmes et enfants victimes de violence conjugale. Accueil et suivi posthébergement. Écoute téléphonique. Consultation externe. Accompagnement dans les démarches juridiques et...,Soutien aux personnes vulnérables / Défense des droits,info@rfoi.org,514 620-4845 poste 221,rfoi.org,Montréal
regroupement des aidantes et aidants naturels de montréal,"Accueil, écoute active, accompagnement et référence. Activités de sensibilisation et de promotion. Conférences concernant les différentes réalités des personnes proches aidantes. Groupes d'entrai",Santé / Soutien aux personnes vulnérables,info@raanm.net,514 374-1056,www.raanm.net,Montréal
regroupement des usagers du transport adapté et accessible de l'île de montréal,Promotion et défense des droits des usager·ère·s des transports collectifs ayant des limitations fonctionnelles. Information et sensibilisation. Accompagnement et suivi indi,Défense des droits,info@rutamtl.com,514 255-0765,rutamtl.com,Montréal
regroupement partage,"Regroupement et soutien des concertations locales qui organisent l'Opération Sac à dos. Sensibilisation de la population sur les enjeux liés à la pauvreté, à l'insécurité alimentaire et à leurs impact...",Développement communautaire / Bien Etre Alimentaire,info@regroupementpartage.org,514 383-2460,regroupementpartage.ca,Montréal
relais des jeunes familles (le) - hébergement 8573-8583,"Appartements supervisés pour jeunes parents. Séjour de trois ans. Soutien à l'acquisition de l'autonomie. Insertion sociale, scolaire et professionnelle.",Développement enfants et familles / Logement,intervenants@relaisdesjeunesfamilles.org,514 326-0784,,Montréal
ressources communautaires omega,"Appartements supervisés: 3 ½, meublés. Foyer de groupe: chambre individuelle. Centre de jour. Activités de groupe éducatives, récréatives et thérapeutiques. Programme PAAS Action: socialisation et emp...",Santé / Soutien aux personnes vulnérables,info@omegacenter.org,514 631-2760,omegacenter.org,Montréal
ressources jeunesse de saint-laurent - appartements supervisés,Appartements supervisés pour jeunes adultes en difficulté. Suivi psychosocial offrant un hébergement pouvant aller jusqu'à 3 ans. Paniers de Noël pour les résidents.,Soutien aux personnes vulnérables / Logement,coordo.admin@rjsl.ca,514 748-0202 poste 225,www.rjsl.ca,Montréal
resto plateau,Restaurant communautaire offrant des repas à prix modique. Comptoir de repas à emporter. Service de traiteur. Formation et insertion socioprofessionnelle dans le domaine de la cuisine. Programme finan...,Bien Etre Alimentaire / Emploi,info@restoplateau.com,514 527-5997,restoplateau.com,Montréal
revdec,"Accompagnement scolaire. Activités éducatives, culturelles et sportives. Suivi psychosocial individualisé. Soutien personnalisé pour l'orientation scolaire.",Éducation et formation / Développement enfants et familles,admin@revdec.org,514 259-0634,www.revdec.org,Montréal
rond-point,"Service d'aide aux familles consommant des substances psychoactives. Suivi de santé, psychosocial et éducatif. Suivi de grossesse. Suivi nutritionnel prénatal. Suivi du développement des enfants de 0 ...",Santé / Développement enfants et familles,rondpoint@pediatriesociale-cs.org,438 386-4050,pediatriesociale-cs.org/cpsc-centre-sud/nos-services/programme-rond-point,Montréal
réchaud-bus,Distribution de nourriture et de collations dans les écoles primaires et dans les maisons des jeunes.,Bien Etre Alimentaire / Développement enfants et familles,rechaud.bus@stm.info,514 280-3246,www.rechaudbus.org,Montréal
répit une heure pour moi,Répit à domicile. Répit en accompagnement. Suivi individualisé. Groupe de soutien pour parents. Répits virtuels. Groupes d'activités.,Santé / Développement enfants et familles,info@uneheurepourmoi.com,514 640-6030,www.uneheurepourmoi.com,Montréal
réseau alternatif et communautaire des organismes en santé mentale de l'île de montréal,"Regroupement et représentation des organismes en santé mentale. Formations en santé mentale. Liste et carte des organismes membres: information sur les services, act",Santé / Défense des droits,racor@racorsm.org,514 847-0787,racorsm.org,Montréal
réseau d'action des femmes en santé et services sociaux,"Regroupement régional de groupes de femmes. Appui, information et action.",Défense des droits / Santé,reseau@rafsss.org,514 436-2047,www.rafsss.org,Montréal
réseau d'aide aux personnes seules et itinérantes de montréal,Regroupement d'organismes oeuvrant auprès des personnes en situation d'itinérance ou à risque de l'être. Défense collective des droits. Travail en concertation avec les partenaires du milieu,Soutien aux personnes vulnérables / Défense des droits,info@rapsim.org,,rapsim.org,Montréal
réseau d'autodéfense féministe,"Espace dédié à l'autodéfense féministe par et pour les communautés queers et féministes. Cours d'autodéfense: programme de 12 heures. Activités culturelles: projections, cercles de lecture. Événements...",Défense des droits / Soutien aux personnes vulnérables,reseau_autodefense_feministe@riseup.net,,www.inclusionsport.org/reseau-autodefense-feministe,Montréal
résonance montréal,"Établissement d'enseignement où les enfants qui présentent une déficience auditive apprennent en écoutant et en parlant. Intervention précoce pour les 0 à 3 ans: orientation parentale, stimulation du ...",Santé / Développement enfants et familles,info@resonancemontreal.ca,514 488-4946,resonancemontreal.ca/fr,Montréal
"rézo - santé et mieux-être des hommes gais et bisexuels, cis et trans",Écoute et référence. Suivi individuel. Prévention du VIH/sida et des infections transmises sexuellement. Distribution de matériel de prévention sexuelle et de consommation. Promotion,Santé / Soutien aux personnes vulnérables,info@rezosante.org,514 521-7778 poste 100,www.rezosante.org,Montréal
rêvanous,Ateliers préparatoires à l'autonomie résidentielle. Logement avec soutien individuel et suivi à l'autonomie. Loisirs adaptés. Soutien communautaire. Centre de jour Rêv'avenir.,Santé / Logement,directiongenerale@revanous.org,514 528-8833,www.revanous.org,Montréal
sac à dos - action-réinsertion (le),Lieu d'accueil ouvert et inclusif qui vient en aide aux personnes en situation d'itinérance ou à risque de le devenir. Entreposage: casier d'entreposage et tiroir sécurisé pour effets personnels. Serv...,Soutien aux personnes vulnérables / Emploi,info@lesacados.org,514 393-8868,lesacados.org,Montréal
santropol roulant,"Popote roulante: livraison de repas nutritifs. Soupe populaire pendant la période estivale et l'automne. Collectif SantroVélo: récupération de vélo, ateliers de mise au point de vélo. Autres activités...",Bien Etre Alimentaire / Développement communautaire,info@santropolroulant.org,514 284-9335,santropolroulant.org,Montréal
"service d'interprète, d'aide et de référence aux immigrants - clinique d'impôts","Clinique d'impôts sans rendez-vous, à l'année.",Autres missions sociales / Éducation et formation,info@siari.org,514 738-4763,www.siari.org,Montréal
service d'orientation et de recherche d'emploi pour l'intégration des femmes au travail,"Démarche de 15 semaines à temps plein en groupe permettant de connaître les formations et le marché du travail, développer la confiance en soi, concilier famille, tr",Emploi / Soutien aux personnes vulnérables,info@sorif.org,514 271-3866,sorif.org,Montréal
services de placement horizon-travail,Services externes de main-d'oeuvre. Aide à l'emploi pour personnes vivant avec une déficience visuelle ou des problèmes de santé mentale. Encadrement et soutien dans les démarches de recherche d'emplo...,Emploi / Santé,info@horizon-travail.org,514 933-1141,horizon-travail.org,Montréal
sidalys - habitations jean-pierre valiquette (les),Logements sociaux avec encadrement ponctuel. Durée illimitée. Rencontres collectives et animation de la vie communautaire. Aide dans la gestion de conflits.,Logement / Santé,hjpv@sidalys.org,514 842-4439,sidalys.org,Montréal
société alzheimer de montréal,Consultations gratuites et confidentielles. Groupes d'information et de soutien pour personnes vivant avec l'Alzheimer et pour personnes proches aidantes. Groupes de soutien mensuels pour personnes vi...,Santé / Soutien aux personnes vulnérables,info@alzheimermontreal.ca,514 369-0800,alzheimermontreal.ca,Montréal
société canadienne de la sclérose en plaques - section montréal,Informations relatives aux différents aspects de la maladie. Éducation et information pour les professionnel·le·s de la santé et les bénévoles. Orientation vers les services pouvant amélio,Santé / Soutien aux personnes vulnérables,info.montreal@scleroseenplaques.ca,514 225-9575,spcanada.ca/sp-canada-montréal,Montréal
société de développement social,Intermédiaire entre le monde des affaires et le milieu communautaire afin d'aider les entreprises et les institutions à réaliser leur engagement social lors de projets reliés à l'itinérance et l'exclu...,Développement communautaire / Soutien aux personnes vulnérables,info@courtier.social,514 312-7344,sds.social,Montréal
société de soins palliatifs à domicile du grand montréal,Suivi clinique assuré par des infirmières spécialisées. Contrôle des douleurs. Soins infirmiers. Accompagnement bénévole de la personne malade et des membres de sa famille. Soins hygiéniques de la,Santé / Soutien aux personnes vulnérables,info@sspad.ca,514 272-7200,www.societedesoinspalliatifs.com,Montréal
société saint-vincent de paul - santa-cruz,Distribution de bons d'achat de nourriture. Paniers de Noël et de Pâques.,Bien Etre Alimentaire / Soutien aux personnes vulnérables,missionsantacruz@hotmail.com,514 844-1011,,Montréal
sortie (la),Aide et accompagnement pour victimes d'exploitation sexuelle. Soutien dans le milieu pour femmes souhaitant quitter l'industrie du sexe. Intervention de milieu auprès des travailleuses du sexe. Refuge...,Soutien aux personnes vulnérables,info@lasortie.org,514 923-7255,lasortie.org,Montréal
sous le toit de p.a.l.,Hébergement permanent avec soutien communautaire pour personnes vivant avec des problèmes de santé mentale. Approche alternative d'intervention visant à augmenter l'autonomie.,Santé / Logement,sltdepal@gmail.com,514 508-1873,www.projetpal.com/fr,Montréal
soutien nisa,Vise à faciliter l'atteinte du bien-être chez les femmes. Groupes de discussion pour femmes vivant des situations similaires afin de partager leur expérience. Ateliers avec des professionnel·le·s issu...,Soutien aux personnes vulnérables / Santé,info@nisasupport.com,,www.nisasupport.com,Montréal
"stella, l'amie de maimie",Soutien pour les travailleuses du sexe. Information et référence. Ligne d'écoute. Accompagnement. Travail de rue. Travail auprès des femmes incarcérées. Distribution de seringues et de condoms. Liste ...,Soutien aux personnes vulnérables / Santé,info@chezstella.org,514 285-1599,chezstella.org,Montréal
survivors of incest anonymous,"Groupe d'entraide guidé par un ensemble de 12 étapes et 12 traditions, adapté des AA, avec une prière de sérénité. Discussions de groupe et réunions d'étape confidentielles. Copie des 12 Steps &amp 12...",Soutien aux personnes vulnérables / Santé,sia@innocent.com,1 877 742-9761,siawso.org,Montréal
table des groupes de femmes de montréal,Concertation et formation pour groupes de femmes. Promotion et défense des droits et revendications des femmes.,Défense des droits,info@tgfm.org,514 381-3288,www.tgfm.org/fr,Montréal
table des organismes communautaires montréalais de lutte contre le sida,"Regroupement d'organismes communautaires travaillant en prévention du VIH et autres ITSS, en promotion de la santé et du mieux-être, en hébergement et en soutien aux personnes vivan",Santé / Soutien aux personnes vulnérables,coordo@toms-mtl.org,438 521-8609,toms-mtl.org,Montréal
toît en ville (un) - phase 1,Logements sociaux subventionnés avec soutien communautaire. Activités. Souper communautaire une fois par mois.,Logement / Développement communautaire,info@fohm.org,514 527-6668,,Montréal
trajet inc. - service de médiation et d'accompagnement à la résolution de conflits,"Service de médiation et d'accompagnement à la résolution de conflits. Problèmes liés au bruit. Problèmes liés la propriété (clôture, haies, neige, rénovation) pour les l",Défense des droits,info@trajetoja.org,514 521-2000 poste 245,trajetoja.org,Montréal
triade hct (la),"Organisme d'insertion professionnelle pour les personnes vivant avec un handicap et les personnes immigrantes. Service de pré-employabilité. Aide à la recherche, à l'intégration et au maintien en empl...",Emploi / Soutien aux personnes vulnérables,info@latriade.ca,514 368-3640 poste 224,latriade.ca,Montréal
vers l'équilibre,Accueil et référence. Développement personnel et relationnel en groupe.,Santé / Soutien aux personnes vulnérables,accueil@verslequilibre.ca,514 251-1200,www.verslequilibre.ca,Montréal
villa exprès pour toi,Logements sociaux avec activités communautaires. Activités sociocommunautaires. Aide alimentaire pour personnes résidentes. Paniers de Noël pour personnes résidentes.,Logement / Bien Etre Alimentaire,ca.vept.4655@gmail.com,,,Montréal
y des femmes de montréal - services communautaires et action bénévole,"Accueil, écoute et référence. Services pour les nouvelles arrivantes: aide à l'intégration. Programmation d'activités communautaires. Clinique d'impôts. Opportunités de bénévolat au",Développement communautaire / Autres missions sociales,benevolat@ydesfemmesmtl.org,514 866-9941 poste 235,www.ydesfemmesmtl.org,Montréal
y des femmes de montréal - services d'employabilité,"Aide à la recherche d'emploi, suivi individuel, ateliers de groupe. Orientation. Femmes vers l'emploi: programme de 19 semaines pour aider les femmes à retourner sur le marché du travail. Fringues &am",Emploi / Soutien aux personnes vulnérables,infoose@ydesfemmesmtl.org,514 866-9941 poste 416,www.ydesfemmesmtl.org,Montréal
y des femmes de montréal - soutien aux proches aidantes,"Information, référence et soutien. Consultation individuelle et familiale. Groupe de soutien. Information juridique. Ateliers thérapeutiques. Activités sociales et de détente: yoga, méditation. Co",Santé / Soutien aux personnes vulnérables,prochesaidantes@ydesfemmesmtl.org,514 866-9941 poste 226,www.ydesfemmesmtl.org/services-la-collectivite/soutien-proches-aidantes,Montréal
ymca centre-ville - programme de travaux compensatoires,Programme offrant aux citoyen·ne·s qui ne sont pas en mesure de payer leurs amendes la possibilité d'effectuer différents travaux pour rembourser leurs dettes. Facilitation de l'intégration au sein,Défense des droits / Développement communautaire,travaux.compensatoires@ymcaquebec.org,514 849-8062 poste 21729,www.ymcaquebec.org/fr/programmes-communautaires/travaux-compensatoires,Montréal
ymca centre-ville - service de réinsertion sociale espadrille,"Soutien et accompagnement. Ateliers sur demande: compétences parentales, toxicomanie, santé émotionnelle, système judiciaire et correctionnel, endettement. Accompagnement vers des ressources",Soutien aux personnes vulnérables / Santé,cjle@ymcaquebec.org,514 849-8393 poste 1725,www.ymcaquebec.org/fr/Programmes-communautaires/Prevention-de-l-exclusion/Service-de-reinsertion-sociale-Espadrille,Montréal
ymca du québec (les) - centre desjardins - service de supervision des droits d'accès,Supervision des droits d'accès. Visites supervisées d'une durée maximale de 2 heures. Échange de garde. Appels supervisés.,Développement enfants et familles / Soutien aux personnes vulnérables,centredesjardins@ymcaquebec.org,514 252-7442,www.ymcaquebec.org,Montréal
ymca libère ta tête,Programme de 7 semaines conçu pour aider à gérer le stress et l'anxiété. Réunions de groupe hebdomadaires animées par des professionnel·le·s de la santé mentale.,Santé / Développement enfants et familles,roberto.mormina@ymcaquebec.org,438 937-5456,www.ymcaquebec.org/fr/YMCAliberetatete,Montréal
écho des femmes de la petite patrie (l'),"Accueil, écoute et référence. Soutien téléphonique et sur place. Ateliers. Soupe du mois. Centre de documentation. Chorale. Comités d'implication et de bénévolat. Les Dames de coeur: groupe d'interven...",Soutien aux personnes vulnérables / Développement communautaire,echo@echodesfemmesdelapetitepatrie.org,514 277-7445,echodesfemmesdelapetitepatrie.org,Montréal
école du milieu lasalle,Formation académique de niveau secondaire adaptée aux jeunes décrocheur·euse·s. Cours de français et de mathématiques. Ateliers de développement personnel. Accompagnement individualisé. Conseils en em...,Éducation et formation / Soutien aux personnes vulnérables,travail@destinationtravail.org,514 368-1832,destinationtravail.org,Montréal
école entreprise formétal (l'),"Entreprise d'insertion sociale et professionnelle. Formations techniques de 6 mois. Domaines de formation: transformation du métal en feuille, soudage, peinture, travail général d'usine.",Emploi / Éducation et formation,reception@formetal.qc.ca,514 939-2510,formetal.qc.ca,Montréal
école félix-antoine,"École secondaire pour adultes. Enseignement des cours nécessaires à l'obtention d'un diplôme d'étude secondaire. Services spécialisés et adaptés assurés par personnes bénévoles: enseignant·e·s, orthop...",Éducation et formation,ecolefelixantoine@gmail.com,514 385-1219,www.ecolefelixantoine.qc.ca,Montréal
école multiethnique de langues et de cultures du québec,Programme MIFI: cours de français à temps partiel.,Éducation et formation / Autres missions sociales,emulcq@gmail.com,514 484-8899,coursdefrancais.ca,Montréal
équijustice montréal - médiation citoyenne,"Médiation: accompagnement en cas de conflit de voisinage, de conflit interpersonnel, conflits entre un·e ou plusieurs citoyen·ne·s et organismes privés ou publics, conflits en milieu de travail. Proje...",Défense des droits / Développement communautaire,mediationmontreal@equijustice.ca,514 630-9864 poste 5215,equijustice.ca,Montréal
étoffe du succès montréal (l'),Soutien à l'intégration en emploi pour femmes. Programme prêt-à-porter: choix et dons de tenues professionnelles et préparation aux entrevues. Réseau femmes action: réseautage et conférences. Récupéra...,Emploi / Soutien aux personnes vulnérables,info@dressforsuccessmontreal.org,514 282-1222,dfsmontreal.org/fr,Montréal
211 grand montréal,Guichet d'info-référence sociocommunautaire. Service téléphonique et de clavardage pour guider les personnes citoyennes vers les ressources sociocommunautaires et publiques pouvant répondre à leurs be...,Développement communautaire / Soutien aux personnes vulnérables,211@211qc.ca,211,211qc.ca,Grand Montréal
abri en ville (l'),Logement stable. Soutien à l'amélioration des aptitudes à la vie quotidienne. Activités sociales et loisirs. Suivi hebdomadaire ou sur demande.,Logement / Santé,info@labrienville.org,514 932-2199,www.labrienville.org,Grand Montréal
abriter - programme d'hébergement d'options,"Hébergement temporaire pour jeunes femmes enceintes et jeunes mères en situation précaire. Maison de transition: séjour à court et moyen terme (1 mois à 1 an), séjour à long terme (1 à 2 ans) Programm...",Soutien aux personnes vulnérables / Développement enfants et familles,abriter@jslmontreal.org,450 699-4357,www.abriter.org,Grand Montréal
accès cible (santé mentale travail),"Aide en employabilité et intégration au marché du travail. Ateliers de connaissance de soi, stage en entreprise, méthodes et recherche d'emploi. Mise à jour professionnelle en bureautique. Réadaptatio...",Emploi / Santé,info@acces-cible-smt.qc.ca,514 525-8888,www.acces-cible.org,Grand Montréal
action centre-ville,"Information. Ateliers, loisirs, cours et sorties. Repas communautaires. Livraison de repas à domicile. Soins des pieds. Intervention de milieu: initiative de travail de milieu auprès des aînés en situ...",Santé / Bien Etre Alimentaire,info@acv-montreal.com,514 878-0847,acv-montreal.com,Grand Montréal
action pour la communauté-est - clinique d'impôts,Clinique d'impôts ouverte toute l'année sur rendez-vous. Service à domicile pour personnes à mobilité restreinte. Déclaration d'impôts pour l'année courante et jusqu'à 11 années précédentes.,Soutien aux personnes vulnérables / Autres missions sociales,impot.apc.est@proton.me,514 400-1283,,Grand Montréal
action réfugiés montréal,"Accueil, accompagnement, sensibilisation et défense des droits des personnes réfugiées et demandeuses d'asile. Information et soutien. Parrainage: mise en contact de personnes réfugiées avec des group...",Autres missions sociales / Défense des droits,info@actionr.org,514 935-7799,actionr.org/fr,Grand Montréal
afrique au féminin,"Amélioration des conditions de vie des femmes immigrantes. Accueil, information, référence et écoute. Halte-garderie pour les enfants de 2 à 5 ans. Intervention psychosociale. Ateliers de conversation...",Soutien aux personnes vulnérables / Développement enfants et familles,info@afriqueaufeminin.org,514 272-3274,www.afriqueaufeminin.org,Grand Montréal
agir en amont,"Hébergement supervisé pour jeunes adultes s'identifiant au genre masculin, en situation de vulnérabilité et à risque d'itinérance. Durée maximale de 3 ans. Soutien communautaire adapté à la réalité pe...",Soutien aux personnes vulnérables / Logement,tournant@aubergeletournant.org,514 523-2157,www.aubergeletournant.org/projet-agir-en-amont,Grand Montréal
albatros-montréal,Accompagnement bénévole des personnes en soins palliatifs ou en fin de vie. Soutien aux proches. Formation des accompagnateur·rice·s. Conférences.,Santé / Soutien aux personnes vulnérables,info@albatros-mtl.ca,514 255-5530,www.albatros-mtl.ca,Grand Montréal
"alima, centre de nutrition sociale périnatale","Programme de nutrition sociale périnatale pour femmes enceintes en situation de vulnérabilité. Suivi avec une nutritionniste. Coupons Olo pour le lait, les oeufs, les légumes, le pain, le tofu et les ...",Développement enfants et familles / Bien Etre Alimentaire,info@centrealima.ca,514 937-5375,centrealima.ca/fr/besoin-de-soutien,Grand Montréal
alzheimer groupe,Sensibilisation sur la maladie d'Alzheimer et soutien aux personnes atteintes ainsi qu'à leurs proches. Consultation individuelle et familiale. Centre d'activités: activités de socialisation et de sti...,Santé / Soutien aux personnes vulnérables,info@agiteam.org,514 485-7233,www.agiteam.org/fr,Grand Montréal
amal-centre pour femmes,"Centre promouvant le bien-être des femmes aux plans individuel et familial. Soutien psychosocial pour les victimes de violence conjugale, de conflits familiaux ou matrimoniaux. Consultation individuel...",Soutien aux personnes vulnérables / Développement enfants et familles,info@amalwomencenter.ca,514 855-0330 poste 1,www.amalwomencenter.ca,Grand Montréal
amalgame montréal,Organisme à gestion participative. Activité de jour reproduisant le marché du travail en offrant un service d'emballage et d'assemblage manuel. Formation sur mesure selon les besoins des membres.,Emploi / Santé,contact@amalgamemontreal.com,514 362-9551,amalgamemontreal.com/?page_id=212&lang=en,Grand Montréal
amis de simon (les),Groupe de soutien pour parents vivant le deuil d'un enfant. Rencontre mensuelle.,Santé / Soutien aux personnes vulnérables,lesamisdesimon1@gmail.com,514 632-8485,www.lesamisdesimon.com,Grand Montréal
annexe (l'),"Récupération et vente de vêtements, accessoires, vaisselles, meubles et objets variés de seconde-main à petits prix. Espace de formation socioprofessionnelle aux adultes vivant avec des déficiences in...",Emploi / Soutien aux personnes vulnérables,lannexe@compagnonsdemontreal.com,438 380-5482,https://compagnonsdemontreal.com/,Grand Montréal
annexe rosalie-jetté (l'),"École spécialisée du Centre de services scolaire de Montréal permettant aux jeunes filles enceintes ou aux jeunes mères de poursuivre leurs études. Programme de 1er et 2e cycle, de cheminement particu...",Développement enfants et familles / Éducation et formation,rjette@cssdm.gouv.qc.ca,514 596-4240,rosalie-jette.cssdm.gouv.qc.ca,Grand Montréal
approche sécurisante des polytoxicomanes anonymes,"Démarche de réhabilitation communautaire à temps plein en centre externe. Soutien individuel pour personnes polytoxicomanes. Soutien de groupe pour personnes polytoxicomanes d'une durée de 6 semaines,...",Soutien aux personnes vulnérables / Santé,info@centreaspa.com,514 529-0641,www.centreaspa.com,Grand Montréal
archipel de l'avenir (l'),Ateliers de préparation à la vie autonome en appartement. Ateliers d'initiation à la cuisine. Activités de loisirs et d'insertion sociale. Café-rencontres pour les parents. Accès à des logements subve...,Soutien aux personnes vulnérables / Développement communautaire,info@larchipeldelavenir.org,438 497-2724,www.larchipeldelavenir.org,Grand Montréal
armée du salut - abri d'espoir (l') - logements de transition,"Logements de transition pour femmes. Hébergement à court, moyen et long terme: jusqu'à 24 mois avec repas fournis. Intervention psychosociale individuelle avec suivi. Salles communes, buander",Soutien aux personnes vulnérables / Logement,abriespoir.info@salvationarmy.ca,514 934-5615,salvationarmy.ca/fr,Grand Montréal
armée du salut - centre booth,Centre administratif. Programmes d'hébergement de transition. Soutien pour l'obtention de la carte d'assurance-maladie pour les personnes en situation d'itinérance qui fréquentent l'organisme et dont ...,Soutien aux personnes vulnérables / Logement,mtlbooth@armeedusalut.ca,514 601-4799,centreboothmontreal.ca,Grand Montréal
arrimage (l'),Intégration et maintien en emploi pour personnes vivant avec un trouble de santé mentale. Accueil et évaluation. Information et conseil sur le marché du travail. Placement et intégration en entreprise...,Emploi / Santé,infos.mtl@larrimage.ca,514 389-9393,www.larrimage.ca,Grand Montréal
assistance humanitaire et communautaire multiforme,"Programme Integrana pour personnes nouvellement arrivées: accompagnement et orientation, aide à la recherche d'emploi. Programmes humanitaires en Afrique. Clinique d'impôts.",Autres missions sociales / Emploi,clientsashucom@gmail.com,514 608-6317,www.ashucom.org,Grand Montréal
association canadienne pour la santé mentale - filiale de montréal,"Promotion et prévention en santé mentale. Information et sensibilisation. Conférence La santé mental démystifiée: conférences interactives offertes dans vos milieux de vie (travail, cent",Santé / Éducation et formation,info@acsmmontreal.qc.ca,514 521-4993,acsmmontreal.qc.ca,Grand Montréal
association canado-péruvienne,"Aide à l'intégration pour personnes nouvellement arrivées. Assermentation de documents. Orientation professionnelle. Information et développement économique entre le Pérou et le Québec: réseautage, at...",Autres missions sociales / Emploi,apc.peru@yahoo.com,514 554-1272,apc-canada.com,Grand Montréal
